method,sparsity_ratio,measurement_ratio,noise_ratio,trial,converged,iterations,f_evals,cpu_time,mse,rel_err
MOPCGM,0.20,0.50,0.1000,2,true,2257,4514,26.473083100,2.7974617638e-08,3.6866631052e-01
CGPM,0.20,0.50,0.1000,2,true,776,1711,9.967736600,2.7926062287e-08,3.6834622579e-01
STTDFPM,0.20,0.50,0.1000,2,true,211,465,2.661243900,2.7745740780e-08,3.6715507476e-01
SOPP,0.20,0.50,0.1000,3,true,277,555,3.381061000,3.4482691076e-08,4.2078748836e-01
SDLP,0.20,0.50,0.1000,3,true,196,392,2.248716700,3.4481914778e-08,4.2078275181e-01
MOPCGM,0.20,0.50,0.1000,3,true,2446,4892,29.107112000,3.4483625613e-08,4.2079319034e-01
CGPM,0.20,0.50,0.1000,3,true,850,1873,10.787403100,3.4421621553e-08,4.2041471179e-01
STTDFPM,0.20,0.50,0.1000,3,true,238,522,2.994756600,3.4302270244e-08,4.1968521947e-01
SOPP,0.20,0.50,0.1000,4,true,318,637,3.916577400,3.2801917008e-08,4.0193735656e-01
SDLP,0.20,0.50,0.1000,4,true,227,455,2.675897200,3.2802888314e-08,4.0194330745e-01
MOPCGM,0.20,0.50,0.1000,4,true,2814,5628,32.868713600,3.2804659415e-08,4.0195415821e-01
CGPM,0.20,0.50,0.1000,4,true,960,2114,12.232974300,3.2751792748e-08,4.0163014105e-01
STTDFPM,0.20,0.50,0.1000,4,true,283,607,3.463634300,3.2529298599e-08,4.0026361070e-01
SOPP,0.20,0.50,0.1000,5,true,266,533,3.236545900,3.1174355530e-08,4.0712848970e-01
SDLP,0.20,0.50,0.1000,5,true,187,375,2.130009300,3.1173987949e-08,4.0712608944e-01
MOPCGM,0.20,0.50,0.1000,5,true,2345,4690,27.429418500,3.1177147134e-08,4.0714671808e-01
CGPM,0.20,0.50,0.1000,5,true,811,1787,10.262274900,3.1134041236e-08,4.0686515776e-01
STTDFPM,0.20,0.50,0.1000,5,true,238,525,3.003277600,3.0949640373e-08,4.0565847682e-01
SOPP,0.20,0.75,0.0000,1,true,45,91,0.534452500,3.3761569006e-10,4.0095640816e-02
SDLP,0.20,0.75,0.0000,1,true,23,48,0.277966800,3.3616604019e-10,4.0009467143e-02
MOPCGM,0.20,0.75,0.0000,1,true,363,726,4.508876100,3.3771798329e-10,4.0101714589e-02
CGPM,0.20,0.75,0.0000,1,true,106,245,1.392444700,3.2834893776e-10,3.9541546959e-02
STTDFPM,0.20,0.75,0.0000,1,true,43,99,0.573152200,3.3245094380e-10,3.9787773158e-02
SOPP,0.20,0.75,0.0000,2,true,45,91,0.523987800,4.3441451420e-10,4.5941327118e-02
SDLP,0.20,0.75,0.0000,2,true,23,48,0.277704200,4.2926442837e-10,4.5668192588e-02
MOPCGM,0.20,0.75,0.0000,2,true,361,722,4.487867600,4.3491296754e-10,4.5967676424e-02
CGPM,0.20,0.75,0.0000,2,true,101,235,1.344984500,4.2355337600e-10,4.5363384264e-02
STTDFPM,0.20,0.75,0.0000,2,true,33,86,0.494702600,4.2959759646e-10,4.5685911542e-02
SOPP,0.20,0.75,0.0000,3,true,46,93,0.561361300,3.5016853220e-10,4.2403411673e-02
SDLP,0.20,0.75,0.0000,3,true,24,50,0.289106100,3.4497537820e-10,4.2087806499e-02
MOPCGM,0.20,0.75,0.0000,3,true,370,740,4.554973400,3.5087791684e-10,4.2446341159e-02
CGPM,0.20,0.75,0.0000,3,true,110,253,1.455209800,3.4069678533e-10,4.1825992984e-02
STTDFPM,0.20,0.75,0.0000,3,true,37,98,0.556049000,3.4147466844e-10,4.1873714572e-02
SOPP,0.20,0.75,0.0000,4,true,42,84,0.488855100,4.2542690866e-10,4.5774249997e-02
SDLP,0.20,0.75,0.0000,4,true,20,42,0.248298700,4.2404440295e-10,4.5699813405e-02
MOPCGM,0.20,0.75,0.0000,4,true,328,656,4.106610200,4.2639481918e-10,4.5826292081e-02
CGPM,0.20,0.75,0.0000,4,true,87,204,1.186853600,4.1563770749e-10,4.5244545465e-02
STTDFPM,0.20,0.75,0.0000,4,true,29,77,0.435357800,4.2015470216e-10,4.5489731491e-02
SOPP,0.20,0.75,0.0000,5,true,45,91,0.570048700,2.4108232489e-10,3.5802671817e-02
SDLP,0.20,0.75,0.0000,5,true,24,50,0.316168000,2.3617144641e-10,3.5436143102e-02
MOPCGM,0.20,0.75,0.0000,5,true,363,726,4.537901700,2.4137469408e-10,3.5824374832e-02
CGPM,0.20,0.75,0.0000,5,true,106,246,1.430108100,2.3346307687e-10,3.5232369711e-02
STTDFPM,0.20,0.75,0.0000,5,true,47,105,0.595197300,2.3569460650e-10,3.5400351507e-02
SOPP,0.20,0.75,0.0010,1,true,45,91,0.517557900,3.3869763093e-10,4.0159835719e-02
SDLP,0.20,0.75,0.0010,1,true,24,50,0.299457200,3.3115761703e-10,3.9710304981e-02
MOPCGM,0.20,0.75,0.0010,1,true,363,726,4.484509600,3.3881240931e-10,4.0166639856e-02
CGPM,0.20,0.75,0.0010,1,true,106,245,1.398750600,3.2955353530e-10,3.9614012618e-02
STTDFPM,0.20,0.75,0.0010,1,true,33,77,0.448675200,3.3497613658e-10,3.9938595004e-02
SOPP,0.20,0.75,0.0010,2,true,45,91,0.515695500,4.3496078689e-10,4.5970203463e-02
SDLP,0.20,0.75,0.0010,2,true,23,48,0.274044300,4.3006544067e-10,4.5710781412e-02
MOPCGM,0.20,0.75,0.0010,2,true,361,722,4.472561300,4.3554245419e-10,4.6000930866e-02
CGPM,0.20,0.75,0.0010,2,true,101,235,1.337785100,4.2388998198e-10,4.5381406259e-02
STTDFPM,0.20,0.75,0.0010,2,true,34,87,0.495739200,4.3270093072e-10,4.5850627930e-02
SOPP,0.20,0.75,0.0010,3,true,46,93,0.557558100,3.5048732008e-10,4.2422708980e-02
SDLP,0.20,0.75,0.0010,3,true,24,50,0.298914600,3.4526491215e-10,4.2105464706e-02
MOPCGM,0.20,0.75,0.0010,3,true,371,742,4.612843300,3.5086482983e-10,4.2445549572e-02
CGPM,0.20,0.75,0.0010,3,true,110,253,1.452522200,3.4059499302e-10,4.1819744198e-02
STTDFPM,0.20,0.75,0.0010,3,true,33,86,0.485655000,3.4336714916e-10,4.1989588035e-02
SOPP,0.20,0.75,0.0010,4,true,42,84,0.485082400,4.2603546795e-10,4.5806977581e-02
SDLP,0.20,0.75,0.0010,4,true,20,42,0.237317500,4.2483636872e-10,4.5742469085e-02
MOPCGM,0.20,0.75,0.0010,4,true,328,656,4.069931800,4.2700947381e-10,4.5859309836e-02
CGPM,0.20,0.75,0.0010,4,true,88,207,1.186485500,4.1496437503e-10,4.5207882563e-02
STTDFPM,0.20,0.75,0.0010,4,true,31,80,0.449448600,4.2118013970e-10,4.5545209213e-02
SOPP,0.20,0.75,0.0010,5,true,45,91,0.521889800,2.4210170322e-10,3.5878284929e-02
SDLP,0.20,0.75,0.0010,5,true,24,50,0.287997400,2.3672934123e-10,3.5477972839e-02
MOPCGM,0.20,0.75,0.0010,5,true,363,726,4.538636000,2.4238912358e-10,3.5899575756e-02
CGPM,0.20,0.75,0.0010,5,true,105,243,1.415221700,2.3447249754e-10,3.5308454382e-02
STTDFPM,0.20,0.75,0.0010,5,true,46,104,0.604668800,2.3626502714e-10,3.5443163027e-02
SOPP,0.20,0.75,0.0100,1,true,47,95,0.558208400,3.8161223605e-10,4.2628199919e-02
SDLP,0.20,0.75,0.0100,1,true,25,52,0.303184700,3.7476319274e-10,4.2243929895e-02
MOPCGM,0.20,0.75,0.0100,1,true,380,760,4.702889800,3.8185509685e-10,4.2641762210e-02
CGPM,0.20,0.75,0.0100,1,true,108,251,1.431299000,3.7164968998e-10,4.2068084302e-02
STTDFPM,0.20,0.75,0.0100,1,true,47,105,0.618614600,3.7462187082e-10,4.2235964123e-02
SOPP,0.20,0.75,0.0100,2,true,47,95,0.545868100,4.7515826641e-10,4.8047469269e-02
SDLP,0.20,0.75,0.0100,2,true,26,54,0.308634300,4.6315793678e-10,4.7436859395e-02
MOPCGM,0.20,0.75,0.0100,2,true,380,760,4.714187300,4.7521397994e-10,4.8050286031e-02
CGPM,0.20,0.75,0.0100,2,true,103,241,1.366438500,4.6162096330e-10,4.7358085206e-02
STTDFPM,0.20,0.75,0.0100,2,true,42,96,0.544801400,4.6496801289e-10,4.7529463441e-02
SOPP,0.20,0.75,0.0100,3,true,48,97,0.557171600,3.8904551866e-10,4.4695361161e-02
SDLP,0.20,0.75,0.0100,3,true,26,52,0.301052300,3.8143851003e-10,4.4256239738e-02
MOPCGM,0.20,0.75,0.0100,3,true,389,778,4.782690900,3.8928386195e-10,4.4709050058e-02
CGPM,0.20,0.75,0.0100,3,true,117,270,1.532156300,3.7722686005e-10,4.4011234112e-02
STTDFPM,0.20,0.75,0.0100,3,true,45,105,0.604718800,3.8518309220e-10,4.4472940969e-02
SOPP,0.20,0.75,0.0100,4,true,43,87,0.500114000,4.6572227872e-10,4.7893024716e-02
SDLP,0.20,0.75,0.0100,4,true,21,44,0.252743100,4.6212943592e-10,4.7707930221e-02
MOPCGM,0.20,0.75,0.0100,4,true,341,682,4.276246900,4.6671970774e-10,4.7944283101e-02
CGPM,0.20,0.75,0.0100,4,true,92,215,1.220241400,4.5496509506e-10,4.7336680391e-02
STTDFPM,0.20,0.75,0.0100,4,true,37,90,0.515631700,4.5828409999e-10,4.7509028978e-02
SOPP,0.20,0.75,0.0100,5,true,47,95,0.559781100,2.8685842485e-10,3.9054093061e-02
SDLP,0.20,0.75,0.0100,5,true,25,52,0.300571300,2.8175355657e-10,3.8705034201e-02
MOPCGM,0.20,0.75,0.0100,5,true,379,758,4.653807000,2.8754182330e-10,3.9100585734e-02
CGPM,0.20,0.75,0.0100,5,true,106,246,1.394356800,2.7848879434e-10,3.8480137447e-02
STTDFPM,0.20,0.75,0.0100,5,true,50,113,0.649589200,2.8184869558e-10,3.8711568364e-02
SOPP,0.20,0.75,0.1000,1,true,112,224,1.311079600,1.0262008427e-08,2.2105585971e-01
SDLP,0.20,0.75,0.1000,1,true,70,140,1.009710600,1.0260559220e-08,2.2104025034e-01
MOPCGM,0.20,0.75,0.1000,1,true,956,1912,11.187911100,1.0263175511e-08,2.2106842955e-01
CGPM,0.20,0.75,0.1000,1,true,344,767,4.395099200,1.0257049313e-08,2.2100244066e-01
STTDFPM,0.20,0.75,0.1000,1,true,83,208,1.184198700,1.0228712412e-08,2.2069695047e-01
SOPP,0.20,0.75,0.1000,2,true,102,205,1.192334200,1.0291470147e-08,2.2360941344e-01
SDLP,0.20,0.75,0.1000,2,true,62,125,0.891778000,1.0292153807e-08,2.2361684048e-01
MOPCGM,0.20,0.75,0.1000,2,true,870,1740,10.079603800,1.0292905198e-08,2.2362500304e-01
CGPM,0.20,0.75,0.1000,2,true,313,699,3.976887700,1.0284037569e-08,2.2352865264e-01
STTDFPM,0.20,0.75,0.1000,2,true,74,193,1.100593500,1.0261521884e-08,2.2328382378e-01
SOPP,0.20,0.75,0.1000,3,true,98,196,1.119863500,1.0126974176e-08,2.2803530651e-01
SDLP,0.20,0.75,0.1000,3,true,59,119,0.880006900,1.0125946550e-08,2.2802373637e-01
MOPCGM,0.20,0.75,0.1000,3,true,832,1664,9.617051500,1.0127313105e-08,2.2803912242e-01
CGPM,0.20,0.75,0.1000,3,true,292,654,3.711089100,1.0124948931e-08,2.2801250352e-01
STTDFPM,0.20,0.75,0.1000,3,true,76,193,1.144532300,1.0102866908e-08,2.2776372569e-01
SOPP,0.20,0.75,0.1000,4,true,94,188,1.098817900,1.0057677977e-08,2.2256538593e-01
SDLP,0.20,0.75,0.1000,4,true,56,112,0.848883600,1.0059088585e-08,2.2258099299e-01
MOPCGM,0.20,0.75,0.1000,4,true,794,1588,9.590009800,1.0058838705e-08,2.2257822838e-01
CGPM,0.20,0.75,0.1000,4,true,287,642,3.693783500,1.0052101080e-08,2.2250367207e-01
STTDFPM,0.20,0.75,0.1000,4,true,75,187,1.085737700,1.0005089200e-08,2.2198275735e-01
SOPP,0.20,0.75,0.1000,5,true,105,211,1.228461800,1.0542644597e-08,2.3675956604e-01
SDLP,0.20,0.75,0.1000,5,true,65,130,0.935296700,1.0543071201e-08,2.3676435618e-01
MOPCGM,0.20,0.75,0.1000,5,true,898,1796,10.411485400,1.0543435293e-08,2.3676844432e-01
CGPM,0.20,0.75,0.1000,5,true,330,735,4.171919500,1.0539159053e-08,2.3672042480e-01
STTDFPM,0.20,0.75,0.1000,5,true,82,207,1.187271700,1.0510559910e-08,2.3639902343e-01
SOPP,0.30,0.25,0.0000,1,true,654,1308,7.672523400,2.3203994290e-07,8.7825299089e-01
SDLP,0.30,0.25,0.0000,1,true,484,968,5.646745900,2.3203242629e-07,8.7823876588e-01
MOPCGM,0.30,0.25,0.0000,1,false,5000,10001,58.184729600,2.2995852207e-07,8.7430511040e-01
CGPM,0.30,0.25,0.0000,1,true,1924,4235,24.650426300,2.3240200835e-07,8.7893791848e-01
STTDFPM,0.30,0.25,0.0000,1,true,570,1187,6.950578300,2.3339172211e-07,8.8080746511e-01
SOPP,0.30,0.25,0.0000,2,true,596,1193,7.036528300,2.2368295828e-07,8.6234914396e-01
SDLP,0.30,0.25,0.0000,2,true,440,880,5.059273900,2.2368378046e-07,8.6235072881e-01
MOPCGM,0.30,0.25,0.0000,2,false,5000,10001,58.429934800,2.2317636823e-07,8.6137207998e-01
CGPM,0.30,0.25,0.0000,2,true,1769,3894,22.431102200,2.2398723912e-07,8.6293548087e-01
STTDFPM,0.30,0.25,0.0000,2,true,542,1119,6.656741900,2.2461077801e-07,8.6413577218e-01
SOPP,0.30,0.25,0.0000,3,true,611,1222,7.447103900,2.1882775128e-07,8.6659251827e-01
SDLP,0.30,0.25,0.0000,3,true,451,903,5.206738900,2.1883010860e-07,8.6659718595e-01
MOPCGM,0.30,0.25,0.0000,3,false,5000,10001,58.253940600,2.1797929666e-07,8.6491087937e-01
CGPM,0.30,0.25,0.0000,3,true,1789,3938,22.725426800,2.1901602137e-07,8.6696522780e-01
STTDFPM,0.30,0.25,0.0000,3,true,526,1092,6.403102800,2.1970975932e-07,8.6833720769e-01
SOPP,0.30,0.25,0.0000,4,true,653,1306,7.876340000,2.1786744290e-07,8.5696137508e-01
SDLP,0.30,0.25,0.0000,4,true,483,967,5.652724400,2.1786695714e-07,8.5696041973e-01
MOPCGM,0.30,0.25,0.0000,4,false,5000,10001,58.243170200,2.1664257719e-07,8.5454903189e-01
CGPM,0.30,0.25,0.0000,4,true,1909,4202,24.348236300,2.1804269727e-07,8.5730597920e-01
STTDFPM,0.30,0.25,0.0000,4,true,593,1223,7.161420600,2.1883276267e-07,8.5885777465e-01
SOPP,0.30,0.25,0.0000,5,true,598,1196,7.362776800,2.1995935714e-07,8.6893786850e-01
SDLP,0.30,0.25,0.0000,5,true,441,882,5.044477100,2.1995540695e-07,8.6893006595e-01
MOPCGM,0.30,0.25,0.0000,5,false,5000,10001,58.286098700,2.1920936065e-07,8.6745519272e-01
CGPM,0.30,0.25,0.0000,5,true,1749,3850,22.440161600,2.2018369106e-07,8.6938086527e-01
STTDFPM,0.30,0.25,0.0000,5,true,500,1032,6.083219900,2.2025179801e-07,8.6951531277e-01
SOPP,0.30,0.25,0.0010,1,true,654,1309,7.740579300,2.3200738361e-07,8.7819137154e-01
SDLP,0.30,0.25,0.0010,1,true,484,969,5.670820200,2.3200305746e-07,8.7818318386e-01
MOPCGM,0.30,0.25,0.0010,1,false,5000,10001,58.433650800,2.2992935620e-07,8.7424966415e-01
CGPM,0.30,0.25,0.0010,1,true,1929,4246,24.503782100,2.3239350595e-07,8.7892184041e-01
STTDFPM,0.30,0.25,0.0010,1,true,608,1263,7.741021000,2.3389427856e-07,8.8175526529e-01
SOPP,0.30,0.25,0.0010,2,true,602,1205,7.343272400,2.2365580936e-07,8.6229680971e-01
SDLP,0.30,0.25,0.0010,2,true,444,889,5.112068600,2.2365491640e-07,8.6229508833e-01
MOPCGM,0.30,0.25,0.0010,2,false,5000,10001,58.666615500,2.2306660129e-07,8.6116022555e-01
CGPM,0.30,0.25,0.0010,2,true,1774,3905,22.564334900,2.2389203353e-07,8.6275206637e-01
STTDFPM,0.30,0.25,0.0010,2,true,753,1544,9.029035100,2.2684078793e-07,8.6841488985e-01
SOPP,0.30,0.25,0.0010,3,true,613,1227,7.245866200,2.1895134426e-07,8.6683720761e-01
SDLP,0.30,0.25,0.0010,3,true,453,907,5.274883900,2.1895650782e-07,8.6684742892e-01
MOPCGM,0.30,0.25,0.0010,3,false,5000,10001,58.259498200,2.1805706492e-07,8.6506515233e-01
CGPM,0.30,0.25,0.0010,3,true,1784,3927,22.803573500,2.1907344024e-07,8.6707886538e-01
STTDFPM,0.30,0.25,0.0010,3,true,535,1104,6.527651200,2.1938308412e-07,8.6769142448e-01
SOPP,0.30,0.25,0.0010,4,true,651,1302,7.706490000,2.1783457884e-07,8.5689673877e-01
SDLP,0.30,0.25,0.0010,4,true,482,964,5.515928100,2.1783453129e-07,8.5689664524e-01
MOPCGM,0.30,0.25,0.0010,4,false,5000,10001,58.225351300,2.1663645545e-07,8.5453695816e-01
CGPM,0.30,0.25,0.0010,4,true,1909,4202,24.530797800,2.1802804216e-07,8.5727716804e-01
STTDFPM,0.30,0.25,0.0010,4,true,558,1151,6.793192200,2.1836204289e-07,8.5793355522e-01
SOPP,0.30,0.25,0.0010,5,true,597,1194,7.089489200,2.1994858696e-07,8.6891659473e-01
SDLP,0.30,0.25,0.0010,5,true,440,881,5.072643800,2.1995126921e-07,8.6892189289e-01
MOPCGM,0.30,0.25,0.0010,5,false,5000,10001,58.276525800,2.1921978841e-07,8.6747582483e-01
CGPM,0.30,0.25,0.0010,5,true,1759,3872,22.286297900,2.2026451458e-07,8.6954041379e-01
STTDFPM,0.30,0.25,0.0010,5,true,486,1004,5.910853300,2.2016068254e-07,8.6933544025e-01
SOPP,0.30,0.25,0.0100,1,true,650,1301,7.947561900,2.3168232217e-07,8.7757594671e-01
SDLP,0.30,0.25,0.0100,1,true,481,963,5.511581500,2.3167993214e-07,8.7757142017e-01
MOPCGM,0.30,0.25,0.0100,1,false,5000,10001,59.702307500,2.2964201791e-07,8.7370322689e-01
CGPM,0.30,0.25,0.0100,1,true,1889,4158,27.699764200,2.3185970604e-07,8.7791183343e-01
STTDFPM,0.30,0.25,0.0100,1,true,588,1218,7.430823700,2.3317363433e-07,8.8039584329e-01
SOPP,0.30,0.25,0.0100,2,true,609,1218,7.509712700,2.2281675627e-07,8.6067782058e-01
SDLP,0.30,0.25,0.0100,2,true,449,899,5.571728800,2.2281532097e-07,8.6067504850e-01
MOPCGM,0.30,0.25,0.0100,2,false,5000,10001,66.804759800,2.2215653736e-07,8.5940175559e-01
CGPM,0.30,0.25,0.0100,2,true,1789,3938,23.780027500,2.2303003429e-07,8.6108963826e-01
STTDFPM,0.30,0.25,0.0100,2,true,523,1082,8.247694900,2.2323903763e-07,8.6149301098e-01
SOPP,0.30,0.25,0.0100,3,true,627,1255,8.607084000,2.1977814789e-07,8.6847233988e-01
SDLP,0.30,0.25,0.0100,3,true,464,928,6.102411400,2.1977807590e-07,8.6847219765e-01
MOPCGM,0.30,0.25,0.0100,3,false,5000,10001,65.363096400,2.1864821926e-07,8.6623695772e-01
CGPM,0.30,0.25,0.0100,3,true,1839,4048,26.399715500,2.2000708494e-07,8.6892455442e-01
STTDFPM,0.30,0.25,0.0100,3,true,552,1144,7.116608400,2.2069276286e-07,8.7027755375e-01
SOPP,0.30,0.25,0.0100,4,true,655,1310,7.915726700,2.1787617480e-07,8.5697854796e-01
SDLP,0.30,0.25,0.0100,4,true,485,970,5.866083900,2.1787545915e-07,8.5697714052e-01
MOPCGM,0.30,0.25,0.0100,4,false,5000,10001,62.303727600,2.1675179095e-07,8.5476440218e-01
CGPM,0.30,0.25,0.0100,4,true,1909,4202,30.090461500,2.1799821210e-07,8.5721852075e-01
STTDFPM,0.30,0.25,0.0100,4,true,544,1123,8.303769000,2.1801155778e-07,8.5724475948e-01
SOPP,0.30,0.25,0.0100,5,true,603,1206,9.480216300,2.2008260856e-07,8.6918128354e-01
SDLP,0.30,0.25,0.0100,5,true,445,890,6.207411200,2.2008239844e-07,8.6918086862e-01
MOPCGM,0.30,0.25,0.0100,5,false,5000,10001,71.552569600,2.1915345320e-07,8.6734456719e-01
CGPM,0.30,0.25,0.0100,5,true,1779,3916,27.453345300,2.2044864629e-07,8.6990378716e-01
STTDFPM,0.30,0.25,0.0100,5,true,720,1481,10.736029100,2.2470579764e-07,8.7826311206e-01
SOPP,0.30,0.25,0.1000,1,true,664,1329,10.877013400,2.3687095704e-07,8.8734839860e-01
SDLP,0.30,0.25,0.1000,1,true,492,985,7.322893200,2.3687476819e-07,8.8735553710e-01
MOPCGM,0.30,0.25,0.1000,1,false,5000,10001,68.821771600,2.3451501048e-07,8.8292453497e-01
CGPM,0.30,0.25,0.1000,1,true,1939,4268,25.652870200,2.3711498606e-07,8.8780536264e-01
STTDFPM,0.30,0.25,0.1000,1,true,532,1112,6.749974900,2.3724832914e-07,8.8805495898e-01
SOPP,0.30,0.25,0.1000,2,true,631,1262,7.691314100,2.2603483012e-07,8.6687079240e-01
SDLP,0.30,0.25,0.1000,2,true,466,933,5.608622600,2.2603799276e-07,8.6687685694e-01
MOPCGM,0.30,0.25,0.1000,2,false,5000,10001,60.610064300,2.2484716748e-07,8.6459037833e-01
CGPM,0.30,0.25,0.1000,2,true,1849,4070,24.700474300,2.2625142806e-07,8.6728603254e-01
STTDFPM,0.30,0.25,0.1000,2,true,555,1148,7.051476100,2.2688132835e-07,8.6849248684e-01
SOPP,0.30,0.25,0.1000,3,true,628,1256,7.775372300,2.2609666508e-07,8.8086796241e-01
SDLP,0.30,0.25,0.1000,3,true,464,929,5.469607800,2.2609942501e-07,8.8087333870e-01
MOPCGM,0.30,0.25,0.1000,3,false,5000,10001,66.683149900,2.2508364052e-07,8.7889238560e-01
CGPM,0.30,0.25,0.1000,3,true,1834,4037,25.693185700,2.2626669287e-07,8.8119911256e-01
STTDFPM,0.30,0.25,0.1000,3,true,664,1355,8.546954400,2.2790251588e-07,8.8437874494e-01
SOPP,0.30,0.25,0.1000,4,true,626,1252,7.791057800,2.2605081943e-07,8.7290729432e-01
SDLP,0.30,0.25,0.1000,4,true,463,926,5.696059000,2.2605541601e-07,8.7291616925e-01
MOPCGM,0.30,0.25,0.1000,4,false,5000,10001,63.600176000,2.2497330769e-07,8.7082437470e-01
CGPM,0.30,0.25,0.1000,4,true,1839,4048,30.207531200,2.2631349005e-07,8.7341430539e-01
STTDFPM,0.30,0.25,0.1000,4,true,615,1265,8.570749800,2.2789359404e-07,8.7645805874e-01
SOPP,0.30,0.25,0.1000,5,true,632,1265,8.602660900,2.2377060242e-07,8.7643360022e-01
SDLP,0.30,0.25,0.1000,5,true,468,936,7.065064200,2.2377502698e-07,8.7644226493e-01
MOPCGM,0.30,0.25,0.1000,5,false,5000,10001,72.754354000,2.2231537383e-07,8.7357913329e-01
CGPM,0.30,0.25,0.1000,5,true,1864,4102,27.988916500,2.2410216114e-07,8.7708266144e-01
STTDFPM,0.30,0.25,0.1000,5,true,608,1251,9.268513400,2.2592684867e-07,8.8064611947e-01
SOPP,0.30,0.50,0.0000,1,true,366,732,5.601967600,5.8002622666e-08,4.3909862596e-01
SDLP,0.30,0.50,0.0000,1,true,263,527,4.896906100,5.8008734110e-08,4.3912175816e-01
MOPCGM,0.30,0.50,0.0000,1,true,3240,6480,45.121322800,5.8009531506e-08,4.3912477626e-01
CGPM,0.30,0.50,0.0000,1,true,1100,2423,17.894388100,5.7837263154e-08,4.3847226671e-01
STTDFPM,0.30,0.50,0.0000,1,true,309,667,4.532942100,5.7705855177e-08,4.3797387246e-01
SOPP,0.30,0.50,0.0000,2,true,318,637,4.472464900,5.8094205823e-08,4.3947390955e-01
SDLP,0.30,0.50,0.0000,2,true,226,453,2.924830500,5.8101062881e-08,4.3949984510e-01
MOPCGM,0.30,0.50,0.0000,2,true,2811,5622,39.640391100,5.8100202693e-08,4.3949659168e-01
CGPM,0.30,0.50,0.0000,2,true,956,2107,13.718844600,5.7992607561e-08,4.3908945363e-01
STTDFPM,0.30,0.50,0.0000,2,true,275,594,3.433481300,5.7624601966e-08,4.3769406423e-01
SOPP,0.30,0.50,0.0000,3,true,341,682,4.178577800,5.5669956142e-08,4.3709332680e-01
SDLP,0.30,0.50,0.0000,3,true,244,488,3.240716400,5.5681887957e-08,4.3714016569e-01
MOPCGM,0.30,0.50,0.0000,3,true,3014,6028,42.957577200,5.5680706133e-08,4.3713552661e-01
CGPM,0.30,0.50,0.0000,3,true,1020,2247,14.035358000,5.5588128087e-08,4.3677197170e-01
STTDFPM,0.30,0.50,0.0000,3,true,287,635,3.969974700,5.4970305974e-08,4.3433798644e-01
SOPP,0.30,0.50,0.0000,4,true,325,650,4.095653200,5.5342716529e-08,4.3191204559e-01
SDLP,0.30,0.50,0.0000,4,true,232,464,2.786120500,5.5344980239e-08,4.3192087885e-01
MOPCGM,0.30,0.50,0.0000,4,true,2873,5746,34.477097000,5.5344037042e-08,4.3191719841e-01
CGPM,0.30,0.50,0.0000,4,true,971,2140,12.791773000,5.5259920164e-08,4.3158884017e-01
STTDFPM,0.30,0.50,0.0000,4,true,277,609,3.755200600,5.4854702677e-08,4.3000352177e-01
SOPP,0.30,0.50,0.0000,5,true,384,768,4.951385100,6.1150938748e-08,4.5816200180e-01
SDLP,0.30,0.50,0.0000,5,true,277,555,3.362749400,6.1155584039e-08,4.5817940346e-01
MOPCGM,0.30,0.50,0.0000,5,true,3401,6802,47.294870100,6.1160812422e-08,4.5819898864e-01
CGPM,0.30,0.50,0.0000,5,true,1150,2533,16.671510200,6.1012781531e-08,4.5764415056e-01
STTDFPM,0.30,0.50,0.0000,5,true,326,698,4.755553800,6.0621353910e-08,4.5617377999e-01
SOPP,0.30,0.50,0.0010,1,true,366,732,4.929484400,5.8018032020e-08,4.3915694899e-01
SDLP,0.30,0.50,0.0010,1,true,264,528,3.473731100,5.8011792845e-08,4.3913333520e-01
MOPCGM,0.30,0.50,0.0010,1,true,3243,6486,42.153686100,5.8018687227e-08,4.3915942871e-01
CGPM,0.30,0.50,0.0010,1,true,1100,2423,15.570015100,5.7855370709e-08,4.3854089927e-01
STTDFPM,0.30,0.50,0.0010,1,true,316,683,4.408557300,5.7514017832e-08,4.3724526624e-01
SOPP,0.30,0.50,0.0010,2,true,318,637,4.423450900,5.8064777162e-08,4.3936258376e-01
SDLP,0.30,0.50,0.0010,2,true,227,454,3.086827300,5.8060158689e-08,4.3934510996e-01
MOPCGM,0.30,0.50,0.0010,2,true,2815,5630,39.777124900,5.8063174671e-08,4.3935652088e-01
CGPM,0.30,0.50,0.0010,2,true,956,2107,13.814001800,5.7964149427e-08,4.3898170541e-01
STTDFPM,0.30,0.50,0.0010,2,true,252,555,3.617503100,5.7808348750e-08,4.3839134337e-01
SOPP,0.30,0.50,0.0010,3,true,341,682,4.669900000,5.5671761877e-08,4.3710041562e-01
SDLP,0.30,0.50,0.0010,3,true,244,489,3.309799600,5.5667924226e-08,4.3708534992e-01
MOPCGM,0.30,0.50,0.0010,3,true,3016,6032,38.802434600,5.5677125241e-08,4.3712147003e-01
CGPM,0.30,0.50,0.0010,3,true,1020,2247,14.600436400,5.5588543701e-08,4.3677360449e-01
STTDFPM,0.30,0.50,0.0010,3,true,288,629,4.058333600,5.5134456610e-08,4.3498600639e-01
SOPP,0.30,0.50,0.0010,4,true,324,648,4.451889300,5.5356011294e-08,4.3196392075e-01
SDLP,0.30,0.50,0.0010,4,true,231,463,2.966189500,5.5351489421e-08,4.3194627744e-01
